,Organic_Abundance,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9 ,Feature 10
0,14.023582920267783,2.7332617423157597,21.078231070407224,19.411219468800237,3.727304375491565,0.09727314672865553,6.996974322393619,14.745248393047223,11.34611335615057,4.412559184271993,13.244244343970772
1,18.169840137951784,14.095676307003647,3.1798088091184082,4.354702209035795,2.2408400245686173,2.9343246784847827,9.567636334480607,15.975909368283661,9.024457999115013,6.679827784973693,1.889235122459538
2,16.106069834809304,16.389455949807083,14.179954406482322,1.841206488269234,16.02528821604553,0.7970357037657559,20.758111125635597,0.08372063986496492,9.104817806567269,4.231924388585713,16.85065012494348
3,6.29170015143808,5.490470041330444,2.182239606663319,11.499915585064645,7.122656888009786,1.74599873173563,18.372585572560357,19.45501010475678,20.338679324948792,3.095854408359351,5.35375341988958
4,1.3050093393970166,2.6194212350866546,13.679418605659732,3.456378645674457,8.027646726811211,7.127721879324477,5.297925989193404,7.308732738089927,1.2584237903048465,1.1530588590954267,19.615423582994495
5,18.198798650711602,9.17851780860263,0.9246074682858814,2.4160131894079258,18.555513290225825,3.8101178813693815,7.268131734558172,17.412828615449694,13.698509611915576,2.4343811833752125,0.7888055277160255
6,23.758039714100313,12.856592099250726,9.03458976335068,7.499882528124302,3.4801535427160086,2.7891122480374753,10.962539835323463,14.612235557858304,13.81966177398542,1.8464222890725266,6.508137281879876
7,13.361103484089458,21.21065271218981,1.9143918765383037,3.482142552250082,4.46163993517978,10.30184812876721,12.639976467775044,14.721062759222862,8.79538483548168,2.2070756196258086,0.29650997977107485
8,8.364658033728032,6.500669424995924,0.06878108740582262,2.050422687597127,15.000702888535258,14.780631048902329,14.263713381447952,10.904201424015412,6.322449055267953,9.763228410713655,11.99696459804855
9,5.302971801564585,3.06831011680712,15.181697158709202,2.1824006424988833,6.97465632523185,0.17675177810531104,15.95612990628556,0.95905755095831,10.540058182003753,6.87858981087293,9.382352885023385
10,10.180189115276475,8.250792819209941,9.16158983368497,9.310557717651688,6.406690659858377,2.189328784482839,13.157619347983909,4.31645310876685,15.692820205568394,2.4716081053082415,0.6697779145474442
11,0.9601857041735793,1.782168567013035,12.279482495736167,1.0152523006606597,1.0741422703822812,17.457600250600315,5.3654243604187695,20.91820586546394,2.1122649699434106,8.134400213900513,8.504622337462045
12,10.71580846774453,19.35356520345784,3.125789156294033,4.4998221083021015,2.870075496525219,8.750081573359044,7.207833687443417,12.17760964303327,4.315326534464631,5.338640916092709,13.183731162429762
13,3.1946581571954487,18.57651466625129,10.7286335165131,8.253967550272938,3.0585529733091885,9.110672449918397,12.51949398701873,15.827220036686214,3.091474826718368,4.216454667569217,2.1252563867166447
14,5.706942885980894,6.292859787427151,3.5110553586620967,17.138918655767462,9.660018539201062,16.164269010022448,3.075525126894076,1.2739639236281077,2.9939246104636448,0.03738016911053279,3.941205583705366
15,0.8789101137731195,9.21305312604881,7.536715650974738,1.6153575261145798,15.598935503783146,12.218717229279534,10.18114643226494,3.5265248654341774,1.5045660038873463,1.2712473207490007,0.4323542260558506
16,14.22921183245849,1.3097174147402082,11.481392067479234,8.585048119273335,5.205630443220662,9.431864449453746,10.637155867863175,6.887769588969864,4.29144030917294,3.7134671281319087,11.27839197097405
17,15.003689450062156,8.75018028999304,10.989144349956788,1.4624617930038797,6.324554169526407,4.473010697052789,7.442920015096225,0.27772329737473805,6.453380555059476,11.03753321176793,24.901794024631727
18,22.041572604070833,7.061259000064552,3.0417912247910275,0.9560912221829889,2.355286093816974,4.866110111541319,8.042639210850638,1.7871977095516856,11.725543847901971,4.283917509670657,12.000452818103325
19,20.6183679513466,7.059419715725738,18.954988444489068,9.292783552740605,0.7891753268300723,0.39556423303765526,1.3593462257591569,5.69832192955486,0.1236922126305161,5.114889115090656,6.202415110235174
20,9.287774925823204,7.651296831733246,3.9469679567528235,16.255656659548638,3.9064889284549267,6.445323054954341,2.9625123673479177,3.4544547578264484,0.8983186327773202,16.688779161258932,9.727116098853255
21,10.34776383061105,8.417576348337354,7.9583511842567765,1.3098145375159502,1.8134024841772332,5.9670602040233955,24.085076342318963,3.9642605228925114,4.66789203688115,2.297886661918989,12.173466819302847
22,11.541214510194637,8.297914021181178,3.671273175178719,7.918776336996425,18.67388693526676,18.63230534130225,5.458785501659379,0.17933103154164795,25.692033716934432,13.981812726641396,7.059480681830825
23,6.8029834024927585,12.913428686957014,17.419273293218453,0.42717332513478645,0.08018080420340355,0.899112185426309,11.945189481244105,6.048325084477212,24.229968359294006,12.96507711773912,2.6115090694963823
24,9.5892743937124,2.950531963747285,7.141449148489576,11.940564493452612,15.602069296949088,5.187062839873557,9.444402719725453,9.208512479143431,0.6052000014382819,8.906132482843207,2.400670584148367
25,15.243636327149376,2.3075907835619054,11.501699403466715,6.423789665515125,2.6146275675946513,22.119625540565803,11.806574131904064,1.5711252057921858,8.962658388522998,6.5054733877104765,4.207997841005622
26,4.9131878406561595,6.24297151089759,5.787139549311401,0.8343051515351974,10.378362967322277,15.624959483440637,11.33152419898513,2.2020702740173883,11.291982572919997,5.1738007493322336,10.907578253892323
27,14.27674620960935,8.461272843112797,0.883839915187516,6.474985997821995,8.478238193615937,0.8908960442115694,8.4442705266398,2.708983706201913,12.131549869783784,7.518012093311619,9.410819080766451
28,1.7294439888485038,9.535822313688088,0.9178657412907845,10.477091664146075,6.2305963399249205,1.5068127170230219,7.15956774562277,10.139631217770544,7.129643010713459,4.292082226958065,1.673834126252848
29,11.368843974899011,12.940855678754906,12.067161013715717,20.570474530485022,5.923052631592489,5.905767554531721,10.885928936263298,6.240201731609806,3.790985040044184,9.81792662921466,1.9862190244699642
30,1.5488029172989237,22.1258027841848,0.8668657565223327,9.259257080160076,9.755590684347544,2.110626853522871,13.391834229325747,13.997540040893178,10.879177036369507,3.6831089703693003,7.389430780078179
31,6.532040226743589,11.665038155849622,5.291416568794045,0.26206241433154426,15.422539530367178,20.861721203667997,16.314386389544655,5.8742141336657285,12.394757499637901,10.12041451492724,9.21038433655507
32,7.468932596324667,8.247285051395597,12.663098667432708,3.5456749753598067,20.65807513216741,10.674666808856237,3.9575366742789337,7.98239879154973,26.698680804886546,3.30806902108681,8.15042613305254
33,10.323109971120616,18.132484015127897,11.103597646162953,13.461174222660365,21.37923872371347,9.630044722309245,10.965155345768183,15.802571045590586,6.756386906124487,7.254604568981894,13.020453246504122
34,8.565242801489475,17.3180882777,1.0523061438930095,4.085324881100629,8.97567390050694,6.75943910834167,13.10412361280828,10.26799602431515,0.04538684266157679,6.122765269070525,15.093489658741522
